,year,odometer,numtype,numdrive,numcylinders,nummodel,price
5245,2016,63149.0,6,1,0,36,10990
5246,2009,173104.0,5,0,2,28,20995
5247,2011,110000.0,6,1,1,40,6995
5248,2011,128000.0,6,1,1,40,6495
5249,2017,28047.0,6,0,0,40,19900
5250,2011,188406.0,0,0,0,21,3000
5251,2016,93676.0,0,0,1,26,19900
5252,2011,112000.0,6,2,2,10,4995
5253,2014,70426.0,6,1,0,40,11900
5254,2014,74614.0,0,0,0,21,11893
5255,2019,19233.0,7,2,1,55,28900
5256,2015,148000.0,0,0,1,26,9995
5257,2009,122000.0,6,1,1,52,4995
5258,2013,136000.0,6,0,1,10,8500
5259,2013,28273.0,6,1,0,40,13900
5260,2010,113000.0,6,1,1,52,7495
5261,2011,113000.0,6,1,1,52,7995
5262,2014,129759.0,6,0,2,28,23995
5263,2006,108000.0,7,2,2,13,6995
5264,2013,150000.0,0,0,1,26,8995
5265,2013,150000.0,0,0,1,26,8995
5266,2012,102500.0,6,1,0,40,5900
5267,2014,87803.0,0,0,0,21,10995
5268,2014,174571.0,7,2,0,57,8495
5269,2013,63311.0,0,0,0,21,12000
5270,2010,127393.0,7,1,0,57,7989
5271,2014,106802.0,0,0,0,21,10995
5272,2019,29631.0,6,1,0,40,17800
5273,2013,104000.0,6,1,0,33,5995
5274,2009,95000.0,6,1,0,36,5995
5275,2013,109145.0,7,2,2,18,14885
5276,2015,146975.0,7,1,0,67,9985
5277,2014,108000.0,6,1,0,40,6100
5278,2005,140000.0,6,1,1,52,3200
5279,2011,84974.0,3,1,0,33,6999
5280,2013,73011.0,6,1,0,40,10499
5281,2010,91000.0,5,0,2,27,10800
5282,2006,180000.0,5,0,2,27,5995
5283,2005,76000.0,5,0,2,28,2000
5284,2011,156000.0,0,1,1,21,3900
5285,2003,59378.0,2,2,2,44,19750
5286,2006,96802.0,0,0,1,26,6995
5287,2010,38000.0,0,1,0,36,7400
5288,2010,91000.0,5,0,2,27,10800
5289,2010,118000.0,6,1,0,40,6495
5290,2016,139786.0,6,0,1,52,6900
5291,2010,118000.0,6,1,0,40,6495
5292,2010,91000.0,5,0,2,27,10800
5293,2004,235000.0,2,2,1,44,3000
5294,2018,31000.0,0,1,0,21,13900
5295,2012,124000.0,0,1,0,21,7000
5296,2012,70496.0,5,0,2,27,20499
5297,2014,87803.0,0,0,0,21,10995
5298,2003,149055.0,5,0,2,27,2595
5299,2012,70496.0,5,0,2,27,20499
5300,2014,174571.0,7,2,0,57,8495
5301,2007,180000.0,5,0,2,27,6995
5302,2013,73011.0,6,1,0,40,10499
5303,2006,96802.0,0,0,1,26,6995
5304,2015,129221.0,6,0,1,52,8900
5305,2012,51261.0,3,1,0,36,9890
5306,2016,76163.0,3,1,0,36,16350
5307,2010,102370.0,0,1,1,21,8995
5308,2012,70496.0,5,0,2,27,20499
5309,2010,180000.0,5,0,1,26,4500
5310,2005,112000.0,4,1,0,81,1000
5311,2006,96802.0,0,0,1,26,6995
5312,2013,73011.0,6,1,0,40,10499
5313,2006,125000.0,0,0,2,24,2500
5314,2008,137600.0,5,0,2,27,7750
5315,2004,170000.0,5,0,2,27,5900
5316,2005,200000.0,5,0,2,29,9100
5317,2010,150000.0,0,0,2,24,8495
5318,2008,125000.0,0,1,1,19,7495
5319,2007,157000.0,0,0,1,26,2000
5320,2008,200000.0,0,0,1,21,4995
5321,2009,151000.0,5,0,2,27,8995
5322,2011,150000.0,7,2,2,18,10975
5323,2009,27999.0,8,2,2,13,18000
5324,2009,100155.0,0,0,1,21,5995
5325,2011,83660.0,6,0,1,52,7995
5326,2010,92250.0,5,0,2,29,27499
5327,2008,88817.0,5,2,1,46,8495
5328,2003,55330.0,2,2,2,44,21900
5329,2013,104000.0,6,1,0,33,5995
5330,2009,95000.0,6,1,0,36,5995
5331,2008,88817.0,5,2,1,46,8495
5332,2007,82000.0,2,2,2,44,13000
5333,2008,88817.0,5,2,1,46,8495
5334,2012,160000.0,7,1,1,54,7900
5335,2013,96341.0,0,0,0,21,10995
5336,2013,134584.0,0,0,1,26,13995
5337,2010,157157.0,0,1,0,21,4995
5338,2014,75890.0,3,1,0,36,7500
5339,2014,112450.0,0,0,0,21,8995
5340,2014,112450.0,0,0,0,21,8995
5341,2013,235000.0,5,0,1,27,11400
5342,2012,153000.0,5,0,2,28,19000
5343,2002,147000.0,6,0,2,27,1900
5344,2004,83000.0,5,0,2,27,2800
5345,2016,106720.0,0,0,0,21,11750
5346,2017,63738.0,0,0,0,21,14450
5347,2016,106720.0,0,0,0,21,11750
5348,2011,210000.0,6,2,2,10,1500
5349,2006,155235.0,0,0,1,26,5995
5350,2011,159161.0,0,0,1,21,4900
5351,2004,180032.0,0,0,2,24,3800
5352,2005,237000.0,0,0,1,26,2900
5353,2013,49500.0,5,0,1,27,24500
5354,2001,102894.0,6,2,0,52,1750
5355,2013,125000.0,7,2,0,13,16500
5356,2015,77000.0,7,2,1,51,17900
5357,2004,170065.0,0,0,1,26,3300
5358,2012,120060.0,6,1,0,36,5000
5359,2003,191113.0,0,0,1,26,2400
5360,2005,160969.0,5,0,2,27,7250
5361,2016,71700.0,0,0,1,26,21995
5362,2014,130000.0,5,0,2,27,14000
5363,2003,199976.0,7,0,2,13,6999
5364,2007,143000.0,0,0,2,24,8000
5365,2004,180032.0,0,0,2,24,3800
5366,2009,181000.0,6,2,2,10,4500
5367,2002,169000.0,7,2,2,13,4200
5368,2009,45000.0,5,0,2,27,11800
5369,2004,186000.0,7,2,2,13,4995
5370,2003,191113.0,0,0,1,26,2400
5371,2004,180032.0,0,0,2,24,3800
5372,2003,138695.0,5,2,1,46,5900
5373,2003,191113.0,0,0,1,26,2400
5374,2002,59000.0,0,0,2,31,19900
5375,2008,89000.0,0,0,1,21,5700
5376,2002,210000.0,5,0,2,29,9500
5377,2004,134000.0,6,2,0,36,2500
5378,2017,65000.0,7,1,0,56,16995
5379,2003,191113.0,0,0,1,26,2400
5380,2005,76806.0,0,0,1,26,6900
5381,2017,105200.0,7,1,0,71,16500
5382,2006,69800.0,5,0,2,28,11999
5383,2014,117000.0,0,1,0,21,9000
5384,2019,29631.0,6,1,0,40,17800
5385,2013,104000.0,6,1,0,33,5955
5386,2005,76000.0,2,2,2,44,6750
5387,2002,115000.0,7,2,1,18,7000
5388,2011,155000.0,0,1,1,19,7500
5389,2012,95375.0,2,2,1,44,10500
5390,2011,19000.0,2,2,2,44,25900
5391,2009,86504.0,2,0,2,29,12995
5392,2005,153053.0,5,0,1,46,5995
5393,2006,74000.0,2,2,2,44,13000
5394,2004,179000.0,3,1,0,36,2000
5395,2015,77438.0,0,0,1,26,22500
5396,2006,106000.0,6,2,2,10,5700
5397,2009,232987.0,6,1,1,40,2500
5398,2004,245000.0,5,0,2,29,5900
5399,2014,134000.0,7,2,2,12,14800
5400,2005,67000.0,5,0,1,26,6500
5401,2003,118000.0,3,1,0,36,2999
5402,2017,49587.0,6,1,0,40,7800
5403,2013,66700.0,0,0,1,10,12000
5404,2013,88368.0,0,0,1,19,12998
5405,2002,146461.0,7,2,2,13,4200
5406,2009,86504.0,7,0,2,29,12995
5407,2012,68000.0,3,1,0,36,7650
5408,2008,171884.0,3,1,1,52,2250
5409,2009,232987.0,6,1,1,40,2500
5410,2008,165000.0,0,0,1,52,2800
5411,2003,9921.0,1,2,2,53,25000
5412,2007,123000.0,2,2,1,44,7999
5413,2013,112000.0,2,0,1,10,8900
5414,2012,89000.0,0,0,1,21,7800
5415,2016,81000.0,6,1,0,36,7000
5416,2007,96000.0,0,0,2,24,10000
5417,2003,149055.0,5,0,2,27,2595
5418,2003,212000.0,0,0,2,24,2900
5419,2009,52000.0,8,0,1,34,11500
5420,2012,64442.0,0,0,1,21,8500
5421,2012,25612.0,6,1,1,26,8995
5422,2010,117123.0,2,2,2,44,11400
5423,2012,83102.0,2,2,2,44,14995
5424,2017,49587.0,6,1,0,40,7800
5425,2012,100000.0,7,0,1,57,7500
5426,2012,123125.0,8,1,0,36,3995
5427,2004,195000.0,5,2,2,27,3200
5428,2001,245000.0,4,2,1,81,1500
5429,2015,113000.0,0,0,0,19,15500
5430,2004,142000.0,7,2,2,13,5000
5431,2007,140000.0,4,1,1,37,2500
5432,2008,171884.0,4,1,1,52,2250
5433,2012,157000.0,0,0,1,26,5800
5434,2009,134099.0,7,2,2,13,6400
5435,2011,124000.0,7,1,0,71,5500
5436,2011,65589.0,5,0,2,29,16525
5437,2008,84500.0,0,0,0,21,4950
5438,2005,200000.0,6,2,2,10,2000
5439,2012,132000.0,6,2,0,36,4000
5440,2003,207000.0,0,0,1,26,2950
5441,2011,140000.0,6,1,1,40,1600
5442,2013,160810.0,4,1,0,71,8450
5443,2012,116000.0,2,2,1,44,7000
5444,2012,68574.0,8,2,2,13,16850
5445,2012,122441.0,7,2,2,13,17950
5446,2012,112111.0,7,2,2,13,17850
5447,2013,109218.0,7,2,2,13,19850
5448,2013,112885.0,7,2,2,13,19650
5449,2008,120000.0,0,0,1,21,1950
5450,2014,75000.0,0,0,1,26,13900
5451,2014,87803.0,0,0,0,21,10995
5452,2014,174571.0,7,2,0,57,8495
5453,2013,79000.0,0,2,0,21,8300
5454,2013,96000.0,0,0,1,19,8500
5455,2012,111000.0,0,0,0,21,3999
5456,2006,106895.0,7,2,0,13,6500
5457,2006,140000.0,6,1,1,40,2299
5458,2005,200000.0,0,0,2,24,2000
5459,2008,18369.0,6,1,1,52,9500
5460,2013,33012.0,6,1,0,36,6800
5461,2006,160000.0,7,2,2,13,4100
5462,2013,69300.0,0,0,1,26,12900
5463,2008,61500.0,5,2,2,28,9500
5464,2011,110300.0,6,1,0,36,4900
5465,2011,83000.0,7,1,0,71,6900
5466,2010,160000.0,5,2,2,27,6200
5467,2004,245000.0,5,0,2,29,5900
5468,2013,33012.0,6,1,0,36,6800
5469,2004,151150.0,5,0,1,46,3500
5470,2013,109400.0,0,0,0,21,8700
5471,2003,197000.0,0,0,2,24,4200
5472,2006,129055.0,5,0,2,27,5895
5473,2005,104000.0,5,0,2,28,6500
5474,2014,71000.0,3,2,0,36,7000
5475,2014,68000.0,7,1,0,59,9900
5476,2014,68000.0,7,1,0,59,9900
5477,2014,9900.0,7,1,0,59,9900
5478,2014,68000.0,7,1,0,59,9900
5479,2014,68000.0,7,1,0,59,9900
5480,2008,147000.0,2,1,0,36,3400
5481,2007,147000.0,0,0,1,26,4600
5482,2014,75000.0,0,0,1,26,13900
5483,2010,104000.0,0,0,1,26,6500
5484,2011,102500.0,6,1,0,36,5900
5485,2014,73718.0,5,2,2,27,18995
5486,2012,88691.0,5,2,2,12,15995
5487,2010,32988.0,7,2,2,18,18990
5488,2012,126800.0,3,1,0,36,4900
5489,2017,73000.0,6,1,0,40,13500
5490,2008,76000.0,5,2,0,46,7200
5491,2010,115564.0,0,0,1,19,9900
5492,2014,73718.0,5,2,2,27,18995
5493,2012,88691.0,5,2,2,12,15995
5494,2014,128999.0,0,0,1,34,12900
5495,2001,120000.0,6,1,1,52,1875
5496,2010,20000.0,2,2,1,44,12200
5497,2014,72635.0,6,1,1,40,8500
5498,2010,157157.0,0,1,0,21,4995
5499,2010,157157.0,0,1,0,21,4995
5500,2014,87803.0,0,0,0,21,10995
5501,2014,174571.0,7,2,0,57,8495
5502,2008,200000.0,0,0,2,26,3999
5503,2003,151000.0,6,1,1,52,1950
5504,2017,99981.0,0,0,0,21,11995
5505,2005,116608.0,5,0,1,26,6500
5506,2004,162000.0,0,2,1,26,2500
5507,2014,77200.0,0,0,0,21,12995
5508,2005,125000.0,6,2,2,10,3500
5509,2013,117000.0,0,0,1,19,11000
5510,2014,112450.0,0,0,0,21,8995
5511,2011,142000.0,5,0,2,28,27500
5512,2008,91233.0,0,0,1,21,7000
5513,2012,92883.0,7,2,2,11,13595
5514,2014,100000.0,6,0,2,52,9500
5515,2012,92883.0,7,2,2,11,13595
5516,2014,134000.0,6,0,1,10,8000
5517,2014,34650.0,2,2,1,44,17500
5518,2005,262500.0,5,0,2,29,20000
5519,2011,65842.0,5,2,2,28,16800
5520,2013,60000.0,5,0,2,27,15000
5521,2003,109000.0,5,0,1,46,6200
5522,2014,87803.0,0,0,0,21,10995
5523,2015,88393.0,6,1,1,52,10995
5524,2014,71296.0,0,0,1,26,9995
5525,2014,92473.0,6,0,0,21,9995
5526,2013,175830.0,5,0,2,27,9995
5527,2017,33142.0,0,0,0,21,16795
5528,2015,101932.0,3,1,0,36,8500
5529,2014,174571.0,7,2,0,57,8495
5530,2014,112450.0,0,0,0,21,8995
5531,2013,120000.0,0,0,1,19,8500
5532,2006,96000.0,6,0,0,40,1600
5533,2007,120000.0,6,0,0,52,1500
5534,2003,204000.0,0,0,1,26,1500
5535,2014,72650.0,3,1,0,36,8250
5536,2009,138000.0,2,1,0,36,3500
5537,2009,130000.0,6,2,2,10,2800
5538,2017,63400.0,6,0,0,40,18995
5539,2001,106000.0,1,2,1,44,5100
5540,2017,99981.0,0,0,0,21,11995
5541,2004,146000.0,0,0,1,26,4200
5542,2015,122000.0,0,0,1,10,11500
5543,2011,69600.0,5,0,1,27,24995
5544,2019,23251.0,0,2,1,50,27995
5545,2011,107229.0,6,1,0,40,6995
5546,2012,92883.0,7,2,2,11,12595
5547,2012,121181.0,0,1,1,26,9995
5548,2012,71088.0,0,1,0,40,6995
5549,2007,134000.0,0,0,1,38,4200
5550,2013,104000.0,0,1,1,52,10000
5551,2014,99791.0,0,0,0,21,11995
5552,2018,41200.0,6,1,0,40,15800
5553,2003,172592.0,0,2,2,24,4500
5554,2016,121000.0,0,2,1,26,12500
5555,2006,122934.0,2,2,2,44,11800
5556,2014,129759.0,2,0,2,28,23995
5557,2011,73000.0,6,1,0,36,7995
5558,2012,178000.0,0,0,1,26,8950
5559,2012,161716.0,0,0,1,21,6000
5560,2012,147000.0,7,2,2,21,9000
5561,2011,120000.0,0,0,1,21,6000
5562,2010,174000.0,5,0,2,27,9800
5563,2012,97135.0,0,0,1,21,7200
5564,2008,152459.0,0,0,1,21,4995
5565,2012,93952.0,0,0,1,26,14900
5566,2012,149000.0,0,0,1,19,7995
5567,2014,85431.0,3,1,0,36,7495
5568,2013,42511.0,6,1,0,40,13495
5569,2019,23353.0,7,2,1,50,27995
5570,2011,98000.0,3,1,0,33,5500
5571,2019,23353.0,7,2,1,50,27995
5572,2016,71796.0,0,0,1,26,22500
5573,2012,190000.0,0,0,1,26,7500
5574,2014,87803.0,0,0,0,21,10995
5575,2003,149055.0,5,0,2,27,2595
5576,2014,174571.0,7,2,0,57,8495
5577,2002,187000.0,7,2,2,11,7990
5578,2019,29631.0,6,1,0,40,17800
5579,2013,104000.0,6,1,0,33,5995
5580,2009,95000.0,6,1,0,36,5995
5581,2010,94368.0,6,0,1,52,9495
5582,2012,190000.0,0,0,1,26,7500
5583,2014,176063.0,0,0,2,34,8900
5584,2016,73656.0,0,0,0,19,16700
5585,2008,109000.0,0,0,0,19,7600
5586,2014,129759.0,0,0,2,28,23995
5587,2009,198600.0,6,1,0,36,1000
5588,2009,118000.0,0,0,1,21,6950
5589,2007,117000.0,0,0,1,21,5795
5590,2012,93952.0,0,0,1,26,14900
5591,2010,158806.0,0,0,2,27,8995
5592,2016,14000.0,6,1,0,36,11995
5593,2016,71796.0,0,0,1,26,22500
5594,2013,112000.0,0,0,0,21,12050
5595,2008,121081.0,5,0,2,27,8450
5596,2018,16500.0,6,1,0,40,15500
5597,2016,73656.0,0,0,0,19,16700
5598,2013,78000.0,5,0,1,27,25900
5599,2014,129759.0,5,0,2,28,23995
5600,2008,77000.0,5,0,2,29,15800
5601,2001,74841.0,1,2,2,44,16500
5602,2008,148966.0,0,0,1,19,5795
5603,2012,93952.0,0,0,1,26,14900
5604,2014,100100.0,0,0,2,24,18988
5605,2008,34000.0,5,0,2,29,13500
5606,2012,166000.0,6,0,1,52,5995
5607,2007,113000.0,2,2,2,44,9495
5608,2016,71796.0,0,0,1,26,22500
5609,2017,83667.0,6,1,0,36,12488
5610,2013,66000.0,3,1,0,36,8988
5611,2017,64000.0,0,0,0,21,14988
5612,2006,119000.0,5,0,2,27,3500
5613,2017,28825.0,3,1,0,36,13500
5614,2013,115000.0,5,0,2,28,17500
5615,2013,85001.0,0,0,1,19,14788
5616,2017,64000.0,0,0,0,21,14988
5617,2017,83667.0,6,1,0,36,12488
5618,2013,66000.0,3,1,0,36,8988
5619,2016,73656.0,0,0,0,19,16700
5620,2010,162000.0,6,1,0,40,3500
5621,2013,195000.0,4,1,0,57,3550
5622,2006,106000.0,6,2,2,10,5700
5623,2009,138000.0,0,0,1,21,5500
5624,2015,103046.0,5,0,1,27,29995
5625,2007,134134.0,5,0,2,28,12990
5626,2003,239000.0,5,0,2,28,12500
5627,2009,122000.0,6,1,1,52,4995
5628,2013,99000.0,0,0,1,19,1500
5629,2015,69000.0,0,0,0,21,2000
5630,2010,123000.0,0,1,0,21,4999
5631,2010,113000.0,6,1,1,52,7495
5632,2009,131000.0,5,0,2,29,18900
5633,2012,158000.0,0,0,0,21,4999
5634,2017,54850.0,0,0,0,21,18995
5635,2016,108000.0,5,0,2,28,29995
5636,2013,121003.0,3,1,0,5,6250
5637,2013,83878.0,1,2,2,44,23990
5638,2013,90993.0,0,0,1,26,14790
5639,2003,183062.0,5,0,1,46,2000
5640,2012,38110.0,7,1,0,57,21000
5641,2013,103000.0,0,0,0,21,9995
5642,2014,40000.0,0,0,1,26,21975
5643,2007,148000.0,0,0,1,26,6000
5644,2007,148000.0,0,1,1,26,6000
5645,2014,30010.0,6,1,0,36,7200
5646,2011,104000.0,6,2,2,10,5995
5647,2014,115101.0,0,1,0,21,9295
5648,2004,159000.0,5,0,2,27,7995
5649,2014,109000.0,5,0,2,27,23995
5650,2004,200000.0,5,0,2,29,6000
5651,2007,146000.0,6,1,1,52,3000
5652,2013,129652.0,0,0,0,21,9395
5653,2007,150000.0,0,0,1,21,3500
5654,2017,20054.0,0,0,0,19,24700
5655,2003,96000.0,2,2,2,44,11500
5656,2010,110000.0,0,0,1,26,10995
5657,2005,125000.0,0,0,1,26,5000
5658,2013,155000.0,0,1,0,52,5900
5659,2012,96624.0,6,1,0,40,7000
5660,2014,114452.0,6,1,0,36,6500
5661,2014,36528.0,7,2,2,13,18500
5662,2012,129000.0,0,0,1,21,7995
5663,2013,118000.0,0,0,2,26,11995
5664,2008,138000.0,5,0,2,27,8000
5665,2013,126309.0,0,0,1,26,10995
5666,2007,127302.0,5,0,2,27,9850
5667,2010,141467.0,5,0,2,27,13490
5668,2014,115101.0,0,1,0,21,9295
5669,2007,153171.0,5,0,2,27,11900
5670,2006,89000.0,5,0,2,29,23000
5671,2004,117000.0,5,0,2,29,22500
5672,2013,129652.0,0,0,0,21,9395
5673,2017,54850.0,0,0,0,21,18995
5674,2016,161560.0,5,0,2,27,23990
5675,2015,145614.0,7,2,1,51,23990
5676,2006,63964.0,5,0,2,30,22990
5677,2017,94677.0,0,0,1,26,25990
5678,2017,91008.0,0,1,0,19,16990
5679,2015,111334.0,6,1,0,33,8990
5680,2012,108814.0,0,1,1,26,14990
5681,2015,115997.0,0,0,1,24,19990
5682,2014,130066.0,4,1,0,71,10990
5683,2011,115811.0,5,0,1,27,14990
5684,2012,66069.0,5,0,2,28,19990
5685,2017,94276.0,0,0,0,21,14990
5686,2008,52948.0,5,0,2,29,23990
5687,2008,109000.0,6,1,0,36,3500
5688,2011,222830.0,5,0,2,28,14900
5689,2015,115997.0,0,0,1,24,19990
5690,2011,222830.0,5,0,2,28,14900
5691,2013,53633.0,7,2,2,11,16990
5692,2006,63964.0,5,0,2,30,22990
5693,2015,145614.0,7,2,1,51,23990
5694,2009,149042.0,5,0,2,28,11500
5695,2012,142000.0,3,1,0,36,5399
5696,2013,112405.0,0,0,1,26,13990
5697,2017,94677.0,0,0,1,26,25990
5698,2009,131000.0,5,0,2,27,10995
5699,2015,111334.0,6,1,0,33,8990
5700,2016,161560.0,5,0,2,27,23990
5701,2012,66069.0,5,0,2,28,19990
5702,2008,52948.0,5,0,2,29,23990
5703,2013,53633.0,7,2,2,11,16990
5704,2006,63964.0,5,0,2,30,22990
5705,2015,145614.0,7,2,1,51,23990
5706,2017,91008.0,0,1,0,19,16990
5707,2015,115997.0,0,0,1,24,19990
5708,2018,10209.0,3,1,0,36,22995
5709,2014,84787.0,0,0,1,34,16995
5710,2014,84787.0,0,0,1,34,16995
5711,2013,85000.0,0,0,0,21,9300
5712,2001,283465.0,7,2,2,18,2800
5713,2006,45000.0,6,1,1,40,6900
5714,2014,143000.0,6,0,1,52,8595
5715,2009,114625.0,6,1,0,40,4499
5716,2006,65500.0,7,2,2,13,6400
5717,2013,135431.0,0,1,0,21,8699
5718,2015,88000.0,6,0,1,10,11450
5719,2015,85000.0,6,1,1,10,10450
5720,2013,85000.0,0,1,0,21,9300
5721,2016,12450.0,7,2,1,74,29950
5722,2003,146000.0,5,0,1,46,2000
5723,2008,142358.0,0,0,1,26,5400
5724,2006,89278.0,6,1,1,52,4995
5725,2013,93105.0,7,2,2,13,18500
5726,2001,75115.0,8,1,0,36,4995
5727,2014,161678.0,0,0,0,21,7200
5728,2013,114478.0,6,1,0,40,8500
5729,2013,114217.0,6,1,0,40,8500
5730,2006,145622.0,6,1,1,40,3439
5731,2006,77347.0,6,1,0,40,4830
5732,2017,70445.0,4,1,0,57,16988
5733,2009,137000.0,6,1,1,52,4400
5734,2003,240000.0,5,0,2,28,11500
5735,2007,180000.0,0,1,2,19,2800
5736,2016,99700.0,0,1,2,21,10499
5737,2008,127000.0,2,1,1,44,5500
5738,2018,26837.0,1,2,0,44,23977
5739,2006,154000.0,0,0,2,24,1500
5740,2012,120347.0,6,1,0,40,6995
5741,2016,99700.0,0,1,0,21,10499
5742,2017,86770.0,0,0,0,19,16988
5743,2010,33858.0,7,2,0,18,14500
5744,2012,162000.0,7,1,0,71,7000
5745,2016,45000.0,5,0,1,27,21000
5746,2004,183650.0,5,0,2,29,6500
5747,2012,127188.0,6,1,0,40,7495
5748,2008,218500.0,0,0,1,21,2500
5749,2004,66000.0,6,1,1,52,5500
5750,2013,122883.0,6,1,0,36,995
5751,2009,140000.0,6,2,2,10,2700
5752,2013,82267.0,0,0,1,19,12750
5753,2002,200000.0,0,2,1,26,2000
5754,2010,153000.0,6,1,0,27,4800
5755,2006,129055.0,5,1,0,27,5895
5756,2006,148000.0,5,1,1,27,7900
5757,2014,123635.0,5,0,2,28,23990
5758,2003,119364.0,6,1,1,52,2200
5759,2007,132123.0,0,0,2,24,9900
5760,2013,192255.0,0,1,1,26,10950
5761,2010,90070.0,2,2,1,44,16995
5762,2015,76570.0,2,2,1,44,23995
5763,2003,110000.0,0,1,1,21,3800
5764,2013,68060.0,5,2,2,29,16990
5765,2014,94000.0,0,1,1,26,18900
5766,2008,178000.0,0,1,0,21,3000
5767,2007,136000.0,0,0,2,24,13500
5768,2007,205000.0,0,0,2,24,2400
5769,2003,150000.0,5,0,2,27,5500
5770,2012,71180.0,7,2,2,18,14900
5771,2016,107100.0,0,0,0,21,12995
5772,2017,22000.0,0,0,0,21,19500
5773,2011,135434.0,0,1,1,19,8999
5774,2012,179695.0,5,0,2,28,10990
5775,2003,110000.0,0,1,1,21,3800
5776,2003,91000.0,5,0,2,28,7000
5777,2012,99000.0,6,1,0,40,8500
5778,2016,88230.0,0,1,0,21,13988
5779,2003,149055.0,5,0,2,27,2595
5780,2014,106037.0,6,1,0,40,8900
5781,2010,131000.0,6,1,0,40,2500
5782,2012,88623.0,7,2,2,18,12995
5783,2006,279570.0,7,2,2,18,3995
5784,2009,217248.0,7,2,2,18,7995
5785,2017,39665.0,7,2,1,49,22900
5786,2004,143000.0,0,0,1,26,3400
5787,2007,123500.0,6,1,1,52,1000
5788,2007,156000.0,0,0,1,21,2900
5789,2010,90070.0,2,2,1,44,16995
5790,2015,76570.0,2,2,1,44,23995
5791,2002,146000.0,5,2,1,46,2600
5792,2006,166000.0,5,0,2,46,11000
5793,2010,90070.0,2,2,2,44,16995
5794,2015,76570.0,2,2,2,44,23995
5795,2013,122883.0,6,1,0,36,995
5796,2011,140000.0,6,1,0,36,3800
5797,2007,170000.0,5,1,1,26,5600
5798,2010,90070.0,2,2,1,44,16995
5799,2015,76570.0,2,2,1,44,23995
5800,2014,71488.0,7,1,2,68,11990
5801,2013,99293.0,6,1,0,40,8695
5802,2012,155000.0,7,2,2,12,11500
5803,2007,150260.0,5,2,1,27,2795
5804,2005,173025.0,6,1,1,52,2295
5805,2017,64970.0,0,1,0,21,14900
5806,2004,160000.0,0,0,1,26,3150
5807,2005,180000.0,0,0,2,26,3500
5808,2007,192720.0,6,0,1,2,2650
5809,2007,141235.0,8,1,0,36,1650
5810,2006,129055.0,5,1,0,27,5895
5811,2005,173025.0,6,1,1,52,2295
5812,2016,48890.0,6,1,0,36,6999
5813,2012,180000.0,0,0,1,19,7500
5814,2014,59000.0,6,1,0,40,14500
5815,2018,35504.0,0,1,0,21,18500
5816,2018,35504.0,0,1,0,21,18500
5817,2005,183998.0,6,1,1,3,3695
5818,2007,145000.0,0,0,1,21,2950
5819,2009,162000.0,0,0,1,40,3500
5820,2008,145000.0,0,0,1,21,3650
5821,2009,124876.0,6,1,0,36,3800
5822,2008,132000.0,5,0,2,29,21500
5823,2016,55800.0,5,0,1,27,22500
5824,2012,71180.0,7,2,2,18,14900
5825,2005,183998.0,6,1,1,3,3695
5826,2012,98600.0,6,1,0,40,7795
5827,2009,86110.0,6,1,1,40,6995
5828,2004,192000.0,0,0,2,26,1600
5829,2008,142358.0,0,0,1,26,5400
5830,2005,183998.0,6,1,1,3,3695
5831,2013,165204.0,0,1,0,21,9000
5832,2012,129500.0,0,1,0,57,6000
5833,2013,117787.0,3,1,0,36,5995
5834,2014,161678.0,6,1,0,21,7200
5835,2013,114478.0,6,1,0,40,8500
5836,2013,114217.0,6,1,0,40,8500
5837,2007,150260.0,5,2,1,27,2795
5838,2016,104969.0,5,2,1,56,17500
5839,2003,149055.0,5,0,2,27,2595
5840,2009,131800.0,5,0,2,27,8500
5841,2013,138770.0,6,1,0,36,5500
5842,2013,125986.0,6,1,0,40,8900
5843,2017,70445.0,4,1,0,57,16988
5844,2012,98600.0,6,1,0,40,7795
5845,2017,39665.0,7,2,1,49,22900
5846,2006,190000.0,5,2,1,27,4850
5847,2014,125000.0,6,1,1,52,9600
5848,2005,141000.0,6,2,2,10,1000
5849,2007,50000.0,2,2,1,44,8900
5850,2018,26837.0,1,2,0,44,23977
5851,2010,199999.0,6,1,1,52,5999
5852,2012,98600.0,6,1,0,40,7795
5853,2003,118421.0,5,0,2,28,14000
5854,2011,100500.0,6,1,0,40,5895
5855,2009,78501.0,2,1,0,36,4500
5856,2005,64627.0,6,1,0,36,4500
5857,2010,179733.0,6,1,0,40,5000
5858,2010,111987.0,6,1,0,36,4000
5859,2012,65000.0,6,1,0,40,9550
5860,2010,178000.0,6,1,0,40,3200
5861,2007,109878.0,7,1,2,18,7950
5862,2011,95311.0,6,1,0,40,7200
5863,2017,86770.0,0,0,0,19,16988
5864,2008,132000.0,5,0,2,29,21500
5865,2002,167000.0,5,0,2,30,14000
5866,2015,70970.0,2,2,0,44,19995
5867,2013,137331.0,1,2,1,44,10995
5868,2015,143035.0,0,0,0,21,9995
5869,2012,155000.0,7,2,2,6,11500
5870,2014,77000.0,6,1,0,40,8999
5871,2014,105000.0,6,1,0,36,5999
5872,2015,79000.0,6,1,0,36,6999
5873,2006,118000.0,6,1,0,36,2900
5874,2009,150000.0,0,0,0,21,3200
5875,2014,166000.0,0,0,1,34,12000
5876,2014,80231.0,7,1,0,71,10200
5877,2009,169000.0,6,1,1,40,2995
5878,2003,191000.0,0,0,2,24,4995
5879,2004,172000.0,5,0,2,27,7995
